Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
15/02/2011,22:00,,71.15,0.12,3.00,14.37,17.38,0.59,12.51,22.98,-0.09,698.99,20.48,209.38,0.55
15/02/2011,23:00,,75.58,0.12,4.11,14.37,18.48,0.27,15.62,35.48,-0.03,743.16,20.01,214.03,0.42
15/02/2011,24:00:00,,89.03,0.13,9.99,12.76,22.74,0.15,16.30,75.19,-0.04,877.44,18.69,293.57,0.17
16/02/2011,1:00,,89.67,0.15,6.94,12.29,19.23,0.27,11.32,85.67,0.09,884.12,18.47,298.10,0.15
16/02/2011,2:00,,85.28,0.21,0.33,10.88,11.21,1.43,9.49,54.56,0.12,840.38,18.87,214.64,0.53
16/02/2011,3:00,,82.58,0.12,-0.59,9.74,9.15,2.44,9.20,70.55,0.08,813.44,19.00,183.80,0.37
16/02/2011,4:00,,83.56,0.11,0.16,10.81,10.98,0.63,11.72,90.39,0.34,823.05,18.92,224.02,0.09
16/02/2011,5:00,,86.26,0.12,9.14,10.48,19.62,0.14,12.47,55.90,0.33,850.11,18.66,319.35,0.27
16/02/2011,6:00,,84.99,0.18,51.10,14.24,65.35,0.21,20.71,27.24,0.88,837.48,18.88,328.67,0.52
16/02/2011,7:00,,84.82,0.22,70.97,13.44,84.41,0.31,24.64,38.05,1.72,835.89,19.27,314.65,0.46
16/02/2011,8:00,,77.47,0.23,55.23,14.66,69.89,0.77,25.65,56.78,2.15,762.83,20.74,288.59,0.33
16/02/2011,9:00,,71.95,0.17,13.81,10.49,24.30,3.94,21.39,58.25,1.58,708.48,22.24,189.10,0.67
16/02/2011,10:00,,68.02,0.16,11.78,10.56,22.34,7.01,18.09,70.13,1.20,669.45,23.63,244.99,0.42
16/02/2011,11:00,,61.70,0.18,8.49,10.20,18.68,11.88,17.02,103.74,1.48,606.75,24.72,140.43,0.37
16/02/2011,12:00,,56.62,0.21,4.95,11.53,16.48,17.66,21.93,84.55,1.93,556.16,26.07,94.90,0.42
16/02/2011,13:00,,55.25,0.18,2.96,12.35,15.31,22.35,18.13,77.93,1.47,541.19,26.66,101.72,0.47
16/02/2011,14:00,,56.35,0.16,1.65,9.98,11.63,31.01,18.26,73.81,0.82,552.11,26.77,78.63,0.78
16/02/2011,15:00,,65.50,0.15,-0.45,10.85,10.41,25.84,25.80,27.94,0.38,642.98,25.36,94.80,1.84
16/02/2011,16:00,,66.23,0.12,-0.01,7.35,7.34,21.00,15.40,31.92,-0.03,650.41,25.36,78.28,1.75
16/02/2011,17:00,,64.75,0.14,-0.04,8.39,8.36,24.00,14.84,32.32,-0.05,635.68,25.39,74.33,1.68
16/02/2011,18:00,,67.62,0.16,-0.43,8.40,7.98,18.35,15.01,41.68,0.08,663.86,24.84,73.08,1.05
16/02/2011,19:00,,74.89,0.14,-0.41,9.59,9.18,9.16,15.48,25.61,0.06,735.17,23.93,88.67,1.63
16/02/2011,20:00,,80.34,0.12,-0.25,7.94,7.70,8.56,9.96,43.82,0.02,790.61,23.04,60.41,1.36
16/02/2011,21:00,,81.86,0.11,-0.53,7.48,6.94,7.78,9.16,78.64,0.08,806.11,22.70,346.30,0.26
16/02/2011,22:00,,82.76,0.10,-1.05,5.91,4.86,9.37,10.51,64.96,-0.09,815.09,22.81,356.03,0.67
16/02/2011,23:00,,82.69,0.12,-1.08,4.49,3.41,9.42,9.95,35.76,-0.01,814.62,22.96,303.20,0.68
16/02/2011,24:00:00,,83.81,0.14,-1.26,6.65,5.39,6.59,7.25,57.78,0.09,825.65,22.65,246.50,0.24
17/02/2011,1:00,,87.48,0.16,-0.97,8.52,7.55,3.33,8.95,67.17,0.50,862.15,21.90,266.71,0.09
17/02/2011,2:00,,88.44,0.18,0.80,10.04,10.84,0.70,10.24,70.92,0.57,871.90,21.73,37.18,0.17
17/02/2011,3:00,,87.96,0.19,3.95,10.03,13.98,0.17,11.41,65.72,0.59,867.15,21.90,28.41,0.24
17/02/2011,4:00,,87.25,0.22,3.53,10.38,13.91,0.24,13.31,70.73,0.79,860.07,22.05,86.71,0.29
17/02/2011,5:00,,86.74,0.23,8.60,10.62,19.22,0.13,15.00,80.97,1.40,854.92,22.24,87.98,0.40
17/02/2011,6:00,,90.69,0.22,27.34,10.22,37.55,0.09,12.07,67.34,2.16,894.18,21.31,200.18,0.14
17/02/2011,7:00,,86.81,0.28,49.41,11.28,60.69,0.47,27.48,52.91,2.11,856.12,22.28,327.16,0.58
17/02/2011,8:00,,78.18,0.27,16.37,9.27,25.64,2.55,18.26,36.96,1.42,769.77,24.11,332.95,1.32
17/02/2011,9:00,,77.26,0.39,8.67,8.71,17.38,5.25,20.11,30.15,1.18,761.57,24.40,316.63,1.51
17/02/2011,10:00,,69.60,0.44,4.49,6.22,10.71,11.66,20.86,74.98,1.13,686.41,26.45,307.36,0.66
17/02/2011,11:00,,56.82,0.41,0.64,4.63,5.27,26.89,18.89,66.12,1.42,560.62,29.40,336.07,1.03
17/02/2011,12:00,,52.87,0.41,-0.67,5.25,4.58,37.25,21.92,63.29,1.47,519.36,30.16,291.26,0.74
17/02/2011,13:00,,47.98,0.33,-0.69,4.75,4.06,41.83,13.09,49.78,0.64,470.50,30.88,267.27,0.99
17/02/2011,14:00,,44.42,0.24,-0.62,4.50,3.88,40.84,11.40,66.65,0.38,434.72,31.51,217.36,0.92
17/02/2011,15:00,,48.88,0.31,-0.73,5.84,5.12,41.76,41.36,48.94,0.47,478.34,30.17,270.64,0.66
17/02/2011,16:00,,58.85,0.29,0.72,10.45,11.17,36.42,41.50,53.62,0.77,578.48,28.95,38.91,1.62
17/02/2011,17:00,,53.32,0.16,0.87,10.29,11.16,37.66,6.28,49.49,0.53,522.75,29.19,50.34,1.45
17/02/2011,18:00,,55.06,0.13,0.48,12.33,12.80,31.18,11.93,51.17,0.48,539.61,28.40,45.80,1.07
17/02/2011,19:00,,65.95,0.25,-0.26,12.24,11.98,32.79,23.70,54.20,0.66,646.94,26.89,37.76,0.79
17/02/2011,20:00,,72.51,0.30,-0.76,13.98,13.23,29.86,25.77,52.43,0.96,712.62,25.97,339.59,1.09
17/02/2011,21:00,,72.82,0.23,-0.68,13.80,13.12,23.81,14.36,84.37,3.14,715.91,25.60,250.81,0.15
17/02/2011,22:00,,84.25,0.25,-0.55,18.78,18.24,11.44,22.20,68.43,3.08,829.63,24.25,4.80,0.49
17/02/2011,23:00,,91.49,0.30,10.40,21.71,32.11,3.78,16.27,110.27,1.22,902.16,23.15,43.27,0.14
17/02/2011,24:00:00,,94.06,0.29,2.58,18.92,21.51,0.39,13.02,70.59,0.94,928.00,22.75,308.96,0.18
18/02/2011,1:00,,95.09,0.32,18.93,16.95,35.88,-0.01,16.72,84.91,0.90,938.34,22.85,106.31,0.15
18/02/2011,2:00,,92.10,0.38,9.55,18.68,28.23,2.55,15.53,40.27,2.81,908.61,22.73,127.05,0.99
18/02/2011,3:00,,88.90,0.49,-1.06,9.61,8.55,17.48,21.23,18.26,2.70,876.59,22.68,133.06,1.37
18/02/2011,4:00,,86.37,0.49,-1.16,7.88,6.71,18.49,18.90,15.25,1.35,851.36,22.56,133.34,1.76
18/02/2011,5:00,,84.96,0.41,-0.99,8.36,7.37,14.39,17.72,26.28,0.51,837.24,22.38,151.10,1.01
18/02/2011,6:00,,84.16,0.41,-0.60,11.82,11.21,9.91,21.13,35.64,0.61,829.23,22.45,184.08,0.94
18/02/2011,7:00,,82.59,0.35,-0.25,12.36,12.11,8.13,21.46,32.41,0.52,813.59,22.52,184.25,1.13
18/02/2011,8:00,,81.21,0.34,0.94,12.10,13.04,7.63,25.30,34.90,0.41,799.59,22.91,161.47,1.07
18/02/2011,9:00,,79.52,0.41,1.75,9.30,11.04,10.93,29.45,33.97,0.23,780.70,23.46,165.33,1.42
18/02/2011,10:00,,78.44,0.39,0.09,6.83,6.93,15.63,24.90,31.12,-0.08,770.19,23.58,175.13,1.51
18/02/2011,11:00,,77.96,0.37,-0.14,7.25,7.10,16.01,24.22,29.13,-0.04,765.38,23.76,187.92,1.18
18/02/2011,12:00,,74.95,0.39,0.14,7.16,7.30,18.18,22.85,33.95,-0.11,736.20,24.64,181.73,1.12
18/02/2011,13:00,,70.03,0.42,1.28,8.33,9.61,22.54,29.14,33.81,-0.04,687.69,25.70,149.79,1.55
18/02/2011,14:00,,69.19,0.40,0.48,8.36,8.84,27.22,23.73,38.11,0.29,679.02,25.77,118.99,1.55
18/02/2011,15:00,,66.46,0.38,-0.06,6.45,6.39,32.30,21.95,24.92,-0.03,653.29,26.64,103.39,2.17
18/02/2011,16:00,,63.13,0.36,0.21,6.71,6.93,32.77,19.13,28.17,1.37,620.82,27.20,120.17,2.28
18/02/2011,17:00,,67.03,0.36,0.87,7.99,8.86,27.84,22.71,21.41,2.63,657.24,26.27,124.38,2.84
18/02/2011,18:00,,72.86,0.37,0.94,9.96,10.90,21.28,26.41,19.45,5.53,714.61,25.24,120.38,2.87
18/02/2011,19:00,,77.37,0.39,-0.24,11.18,10.94,17.10,22.77,19.29,4.11,759.39,24.23,126.65,2.57
18/02/2011,20:00,,79.80,0.34,-1.13,11.57,10.45,15.31,18.15,16.84,4.58,783.74,23.80,132.65,2.52
18/02/2011,21:00,,79.83,0.35,-0.95,11.46,10.51,13.72,15.98,19.65,2.86,785.33,23.65,122.23,1.70
18/02/2011,22:00,,81.00,0.37,-0.96,7.39,6.43,18.58,15.34,19.32,0.72,797.60,23.53,119.66,1.27
18/02/2011,23:00,,82.94,0.41,-1.00,8.45,7.45,15.54,16.09,42.10,0.32,817.03,23.28,107.92,0.59
18/02/2011,24:00:00,,84.69,0.42,-0.99,7.95,6.96,14.14,17.37,55.24,0.18,834.51,23.18,341.45,0.35
19/02/2011,1:00,,86.49,0.41,-0.89,5.96,5.07,13.95,16.89,65.46,0.06,852.39,22.94,250.92,0.15
19/02/2011,2:00,,87.76,0.42,-0.96,6.94,5.98,10.08,15.15,79.99,0.00,865.20,22.66,318.41,0.08
19/02/2011,3:00,,89.56,0.44,-0.59,10.93,10.34,3.69,13.79,70.85,0.04,883.14,22.18,12.12,0.27
19/02/2011,4:00,,92.94,0.45,2.56,10.22,12.77,0.42,16.40,70.91,-0.04,916.93,21.32,20.79,0.21
19/02/2011,5:00,,94.20,0.46,6.69,8.84,15.53,0.12,13.03,61.81,0.08,929.56,20.82,304.83,0.23
19/02/2011,6:00,,94.90,0.46,13.93,9.85,23.78,0.14,15.68,60.42,0.03,936.39,20.55,354.17,0.21
19/02/2011,7:00,,90.49,0.44,30.52,9.54,40.06,0.70,22.06,39.96,0.48,892.86,21.87,353.31,0.75
19/02/2011,8:00,,79.21,0.47,4.88,5.83,10.70,5.68,16.18,32.24,2.50,780.35,24.42,333.42,1.51
19/02/2011,9:00,,70.92,0.49,1.05,3.45,4.50,13.11,15.89,35.79,1.57,699.09,26.21,335.68,2.09
19/02/2011,10:00,,64.98,0.43,-0.37,3.35,2.99,20.09,19.45,25.55,0.48,639.69,27.60,336.89,2.54
19/02/2011,11:00,,60.50,0.51,-0.62,3.58,2.95,24.97,19.51,40.71,0.57,594.92,28.99,351.02,1.81
19/02/2011,12:00,,54.07,0.56,-0.49,3.89,3.40,25.68,19.52,32.35,0.15,532.26,30.73,347.19,2.46
19/02/2011,13:00,,45.13,0.49,-0.57,3.57,3.01,26.87,23.64,27.42,-0.12,444.54,33.58,341.00,3.50
19/02/2011,14:00,,40.32,0.42,-0.27,3.46,3.19,28.48,19.40,25.87,-0.06,394.58,35.23,331.80,3.67
19/02/2011,15:00,,33.59,0.26,-0.35,3.22,2.87,34.90,14.72,25.84,0.11,326.93,36.48,329.74,3.88
19/02/2011,16:00,,32.44,0.21,-0.52,3.80,3.28,34.43,18.26,23.38,0.19,314.78,36.89,336.56,3.54
19/02/2011,17:00,,30.23,0.16,-0.44,4.35,3.91,35.59,9.88,29.68,0.92,292.37,36.88,304.10,2.07
19/02/2011,18:00,,30.42,0.16,-0.67,6.73,6.05,33.83,19.63,30.32,2.69,294.53,36.14,305.46,2.17
19/02/2011,19:00,,32.22,0.16,-0.91,8.20,7.29,28.09,20.43,29.91,2.93,312.86,35.21,310.08,1.65
19/02/2011,20:00,,41.44,0.18,-0.77,13.22,12.45,18.09,22.27,70.80,0.65,403.33,32.39,348.68,0.28
19/02/2011,21:00,,49.67,0.27,1.64,21.34,22.98,6.39,26.77,23.62,0.47,485.17,30.68,352.53,0.85
19/02/2011,22:00,,57.79,0.25,-0.59,15.56,14.97,11.47,23.32,101.98,0.52,565.84,29.34,35.46,0.09
19/02/2011,23:00,,63.98,0.27,8.03,19.76,27.79,4.39,21.83,80.82,0.47,627.63,28.14,340.89,0.43
19/02/2011,24:00:00,,64.53,0.24,5.58,21.17,26.75,0.71,16.96,79.21,0.45,633.12,27.79,116.43,0.14
20/02/2011,1:00,,65.65,0.21,0.97,18.54,19.51,1.11,15.11,79.69,0.13,644.28,27.38,154.16,0.16
20/02/2011,2:00,,65.95,0.20,0.92,17.50,18.43,0.89,11.68,79.61,-0.08,647.36,27.19,40.59,0.16
20/02/2011,3:00,,67.14,0.19,-0.11,13.74,13.63,2.83,13.28,53.77,-0.06,659.04,26.92,355.87,0.39
20/02/2011,4:00,,70.89,0.19,0.69,14.38,15.06,1.09,16.86,68.12,-0.14,696.92,26.21,333.39,0.34
20/02/2011,5:00,,69.33,0.18,-0.05,12.66,12.61,2.87,12.43,86.90,-0.25,680.94,26.18,303.02,0.19
20/02/2011,6:00,,70.80,0.19,-0.85,12.63,11.79,3.47,15.12,61.84,-0.40,695.92,25.58,143.25,0.32
20/02/2011,7:00,,67.78,0.19,7.22,13.36,20.57,3.68,17.39,66.22,-0.34,666.04,26.82,335.57,0.43
20/02/2011,8:00,,54.57,0.11,-0.40,5.62,5.23,18.61,8.46,21.27,-0.18,534.04,30.29,318.82,1.87
20/02/2011,9:00,,48.84,0.11,-0.65,3.65,3.00,26.58,8.77,26.35,-0.21,477.02,32.19,313.16,2.45
20/02/2011,10:00,,44.21,0.11,-1.25,2.69,1.44,31.46,11.51,39.71,-0.11,434.89,33.37,285.52,1.49
20/02/2011,11:00,,41.43,0.09,-1.33,2.41,1.09,29.84,6.10,39.86,-0.55,406.72,33.79,294.08,1.74
20/02/2011,12:00,,38.30,0.10,-1.26,2.33,1.07,32.38,10.28,45.23,-0.74,375.08,35.25,270.89,1.32
20/02/2011,13:00,,49.66,0.21,-0.30,8.33,8.03,44.13,23.42,56.54,1.19,485.82,32.17,123.90,2.43
20/02/2011,14:00,,51.62,0.19,-0.17,8.27,8.10,49.17,18.59,38.02,1.87,505.76,31.19,122.88,2.50
20/02/2011,15:00,,50.04,0.16,-0.55,8.38,7.84,53.98,16.47,24.45,4.04,489.70,31.57,121.34,2.77
20/02/2011,16:00,,48.40,0.16,-0.68,8.21,7.53,60.16,18.17,40.16,3.71,473.46,31.98,119.59,1.83
20/02/2011,17:00,,49.27,0.17,-0.73,8.90,8.18,60.71,21.74,27.61,2.62,481.35,31.64,123.69,2.12
20/02/2011,18:00,,55.96,0.17,-1.05,7.04,5.99,45.40,18.17,23.78,0.53,548.49,29.62,106.44,2.08
20/02/2011,19:00,,59.86,0.15,-1.40,6.03,4.63,38.50,14.80,49.70,0.13,587.53,28.35,92.03,1.02
