Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
11/05/2012,10:00,420.49,66.54,0.16,23.89,16.25,40.14,1.32,17.52,42.80,0.93,132.92,16.24,266.07,0.48
11/05/2012,11:00,575.70,65.24,0.25,28.66,17.25,45.94,1.40,25.55,85.59,0.92,143.12,17.22,188.66,0.19
11/05/2012,12:00,479.30,60.72,0.27,48.01,21.58,69.73,1.49,30.88,29.35,1.12,172.27,18.22,132.49,0.80
11/05/2012,13:00,670.15,57.22,0.40,62.95,32.89,95.97,3.28,49.92,32.16,4.59,549.86,19.94,109.39,1.05
11/05/2012,14:00,637.15,47.03,0.33,42.73,33.94,76.62,5.68,41.62,77.58,3.93,498.36,24.17,192.13,0.23
11/05/2012,15:00,347.58,34.41,0.17,12.04,19.07,30.99,14.64,17.73,68.56,1.41,365.16,26.44,331.83,0.95
11/05/2012,16:00,251.61,30.55,0.09,2.68,14.08,16.61,21.37,14.77,21.01,1.15,200.89,26.55,332.66,1.66
11/05/2012,17:00,508.96,39.92,0.20,40.33,32.73,73.00,6.29,41.80,22.54,2.30,43.10,24.61,345.30,1.16
11/05/2012,18:00,1158.02,67.40,0.30,104.50,29.82,134.83,-0.04,67.03,36.40,2.79,6.76,19.42,355.66,0.70
11/05/2012,19:00,1277.07,79.55,0.28,101.53,21.31,123.44,-0.29,36.35,79.00,2.31,7.24,16.59,352.76,0.40
11/05/2012,20:00,1182.11,81.87,0.31,99.35,20.88,120.81,-0.27,32.14,104.72,2.27,7.44,15.10,146.50,0.04
11/05/2012,21:00,1036.30,78.61,0.37,95.92,20.04,116.52,-0.21,30.26,68.28,2.41,7.01,14.65,324.11,0.78
11/05/2012,22:00,750.18,81.92,0.37,54.15,16.14,70.55,-0.23,22.36,58.08,1.78,7.35,13.35,356.23,0.57
11/05/2012,23:00,808.21,82.81,0.42,51.91,15.57,67.73,-0.23,26.38,66.84,1.41,7.95,12.68,8.04,0.46
11/05/2012,24:00:00,724.78,86.42,0.34,44.04,14.04,58.27,-0.25,18.48,28.20,1.38,8.19,11.81,4.39,0.64
12/05/2012,1:00,656.87,90.41,0.32,38.58,12.52,51.27,-0.26,16.64,48.87,1.46,8.88,11.07,2.34,0.48
12/05/2012,2:00,,92.74,0.33,,,,,16.23,35.30,,8.53,10.66,2.99,0.58
12/05/2012,3:00,446.07,93.85,0.30,24.87,10.07,35.06,-0.02,12.81,40.20,0.42,9.27,10.10,6.73,0.51
12/05/2012,4:00,379.58,94.95,0.25,17.32,10.23,27.61,-0.35,14.25,14.84,0.16,9.01,9.72,5.89,0.83
12/05/2012,5:00,357.83,95.15,0.25,15.53,10.28,25.84,-0.32,12.58,43.58,0.19,8.57,9.35,358.58,0.45
12/05/2012,6:00,343.73,95.71,0.24,21.38,9.45,30.94,-0.30,14.94,50.68,0.30,8.86,9.11,3.14,0.53
12/05/2012,7:00,350.34,95.98,0.24,27.00,9.02,36.19,-0.29,14.40,47.52,0.24,16.60,9.00,340.77,0.43
12/05/2012,8:00,472.12,96.15,0.32,50.83,11.75,62.95,-0.07,28.21,59.62,0.63,113.58,10.31,325.33,0.35
12/05/2012,9:00,471.77,73.68,0.31,37.31,17.04,54.52,1.97,15.87,43.93,0.79,178.05,13.94,262.98,0.79
12/05/2012,10:00,139.19,49.58,0.14,1.68,7.14,8.76,16.84,11.86,34.50,-0.02,222.85,15.23,236.01,1.58
12/05/2012,11:00,9.21,37.46,0.11,0.94,3.98,4.88,23.84,17.52,34.43,-0.23,415.06,16.42,254.06,1.90
12/05/2012,12:00,19.04,33.92,0.10,0.41,2.44,2.83,25.97,16.50,41.02,-0.15,621.46,18.20,257.51,1.40
12/05/2012,13:00,84.78,31.68,0.10,0.18,1.94,2.10,26.84,13.17,37.96,-0.01,607.14,18.94,261.54,1.50
12/05/2012,14:00,105.84,27.28,0.08,0.19,1.94,2.11,27.97,8.22,44.29,-0.30,531.68,19.94,245.27,1.23
12/05/2012,15:00,112.36,26.41,0.08,-0.04,1.62,1.57,28.49,12.32,43.40,-0.23,383.01,20.04,232.66,1.17
12/05/2012,16:00,140.19,27.47,0.08,0.12,3.38,3.46,25.65,9.80,45.61,-0.48,167.51,19.07,218.23,0.90
12/05/2012,17:00,143.06,28.83,0.08,0.16,6.04,6.13,22.63,10.77,37.61,-0.36,54.24,17.92,208.15,1.03
12/05/2012,18:00,389.22,46.62,0.14,8.56,14.90,23.38,11.52,22.83,48.88,-0.07,3.70,13.94,348.57,0.35
12/05/2012,19:00,834.52,62.39,0.37,57.75,22.08,80.15,0.12,26.95,17.29,1.07,5.10,11.91,350.86,0.59
12/05/2012,20:00,727.38,63.69,0.55,48.09,21.36,69.68,-0.19,29.21,48.50,1.08,5.43,11.35,357.98,0.59
12/05/2012,21:00,619.41,61.67,0.40,35.78,21.45,57.34,-0.09,21.75,69.27,0.58,5.10,10.97,322.84,0.52
12/05/2012,22:00,415.81,69.02,0.34,18.73,19.59,38.28,-0.12,24.79,64.12,0.10,5.63,9.65,350.50,0.50
12/05/2012,23:00,607.70,78.36,0.46,27.85,17.42,45.35,-0.31,33.14,46.34,0.21,6.21,8.00,336.95,0.45
12/05/2012,24:00:00,577.41,71.47,0.33,16.98,20.40,37.32,,20.49,60.18,0.13,5.48,8.02,280.25,0.24
13/05/2012,1:00,309.11,62.49,0.17,0.35,14.73,14.92,3.99,10.42,62.81,-0.14,5.93,8.67,278.34,0.17
13/05/2012,2:00,,62.05,0.16,,,,,13.49,39.67,,5.18,8.69,289.38,0.29
13/05/2012,3:00,,61.33,0.16,,,,,10.44,28.08,,3.84,8.52,318.46,0.68
13/05/2012,4:00,,58.41,0.14,,,,,12.20,57.47,,3.62,8.97,331.85,0.73
13/05/2012,5:00,,74.69,0.15,,,,,12.10,48.80,,5.25,6.61,314.48,0.51
13/05/2012,6:00,,74.24,0.15,,,,,9.54,30.63,,5.20,6.26,320.47,0.77
13/05/2012,7:00,,59.23,0.10,,,,,10.42,16.14,,7.69,8.58,324.73,1.68
13/05/2012,8:00,,54.15,0.09,,,,,13.10,27.70,,79.45,10.25,310.90,1.41
13/05/2012,9:00,,47.30,0.06,,,,,14.01,38.58,,230.52,13.00,278.36,1.40
13/05/2012,10:00,,44.79,0.06,,,,,19.25,36.11,,59.42,14.13,261.06,2.31
13/05/2012,11:00,,40.59,0.05,,,,,14.87,37.28,,494.97,16.16,271.81,2.00
13/05/2012,12:00,,38.82,0.03,,,,,9.52,38.91,,638.43,17.46,271.22,1.82
13/05/2012,13:00,,39.17,0.02,,,,,5.69,40.96,,456.34,17.41,269.41,1.84
13/05/2012,14:00,,37.48,0.02,,,,,7.37,38.72,,538.28,18.16,261.58,2.07
13/05/2012,15:00,,36.17,0.03,,,,,15.25,38.37,,390.04,17.79,257.47,2.36
13/05/2012,16:00,,38.20,0.03,,,,,16.65,36.73,,208.09,16.75,264.02,2.17
13/05/2012,17:00,,41.49,0.04,-2.49,1.41,-1.12,26.82,11.64,36.93,,44.68,15.44,252.97,1.84
13/05/2012,18:00,,45.57,0.05,-2.06,3.46,1.31,24.38,10.20,40.79,,4.29,13.95,251.44,1.12
13/05/2012,19:00,,51.77,0.07,-1.77,6.73,4.79,19.99,7.76,34.10,,3.27,12.67,265.73,0.66
13/05/2012,20:00,,55.68,0.09,-1.61,8.39,6.57,17.62,10.18,34.09,,3.23,12.04,262.39,0.62
13/05/2012,21:00,,62.67,0.19,-1.35,12.56,10.91,12.72,10.66,33.58,,5.22,10.52,303.87,0.27
13/05/2012,22:00,,75.40,0.38,15.55,18.82,34.01,3.16,31.11,17.43,,5.93,8.61,356.54,0.79
13/05/2012,23:00,,82.58,0.32,16.34,15.15,31.22,2.49,14.62,46.37,,6.86,7.41,359.29,0.43
13/05/2012,24:00:00,,88.06,0.38,20.39,12.66,32.87,2.40,13.76,38.35,,7.59,6.54,355.00,0.45
