Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
24/04/2012,10:00,272.33,70.35,0.14,9.27,9.82,19.15,8.60,10.77,33.78,0.71,225.90,19.18,318.31,1.41
24/04/2012,11:00,222.13,61.66,0.13,6.98,8.20,15.22,12.39,12.65,35.49,0.85,630.19,21.41,318.26,1.31
24/04/2012,12:00,183.93,54.73,0.12,2.24,4.80,7.05,20.06,9.09,36.65,4.28,652.76,23.19,344.91,1.77
24/04/2012,13:00,191.70,52.50,0.12,1.54,4.28,5.83,21.26,11.45,33.77,0.65,414.58,23.14,339.61,2.41
24/04/2012,14:00,194.50,48.89,0.09,2.66,5.56,8.23,18.07,13.30,47.15,0.32,494.36,22.10,313.07,2.08
24/04/2012,15:00,161.48,43.98,0.04,1.50,4.26,5.77,19.08,10.75,34.18,0.42,292.67,20.42,291.20,1.98
24/04/2012,16:00,126.83,42.09,0.04,0.69,6.04,6.73,17.28,5.42,36.60,0.14,62.11,19.42,284.48,1.33
24/04/2012,17:00,88.96,36.15,0.04,1.02,6.52,7.55,18.44,7.74,35.44,0.16,84.10,19.09,299.31,1.70
24/04/2012,18:00,140.70,34.12,0.04,0.70,9.62,10.32,16.74,7.19,27.90,-0.16,6.02,17.37,300.22,1.79
24/04/2012,19:00,257.18,38.57,0.07,2.27,19.82,22.09,7.11,13.13,21.92,0.08,2.44,16.11,308.03,1.26
24/04/2012,20:00,219.48,44.78,0.09,3.91,21.69,25.61,2.78,10.03,42.79,0.35,3.22,14.94,297.75,0.63
24/04/2012,21:00,158.55,47.41,0.06,1.51,18.49,19.99,4.92,8.89,37.28,0.22,3.40,14.27,281.68,0.66
24/04/2012,22:00,156.29,47.41,0.09,1.85,17.43,19.28,7.03,9.49,42.04,0.28,3.41,14.14,315.19,1.01
24/04/2012,23:00,212.36,50.30,0.11,4.93,18.07,23.02,4.73,8.44,36.08,0.28,4.76,13.55,315.40,1.18
24/04/2012,24:00:00,99.81,47.25,0.07,-0.03,8.04,8.01,15.43,7.16,36.59,-0.06,4.68,13.54,310.37,0.96
25/04/2012,1:00,88.72,49.07,0.08,-0.20,8.78,8.57,14.52,8.03,15.86,-0.11,4.71,13.07,330.48,1.27
25/04/2012,2:00,,48.23,0.07,,,,,7.23,31.99,,4.13,13.19,310.91,1.24
25/04/2012,3:00,92.55,53.44,0.09,-0.30,4.73,4.39,12.62,9.25,27.35,-0.30,4.88,12.43,321.70,1.29
25/04/2012,4:00,127.84,63.90,0.09,-0.41,6.44,5.98,11.88,9.75,42.39,-0.45,4.89,10.77,335.31,1.23
25/04/2012,5:00,90.85,62.30,0.05,-0.27,4.27,3.97,14.85,6.08,12.61,-0.35,5.18,10.78,327.04,1.80
25/04/2012,6:00,83.42,64.98,0.03,-0.31,3.34,3.00,15.30,7.61,13.76,-0.49,5.40,10.31,325.28,1.74
25/04/2012,7:00,81.30,65.15,0.03,-0.24,5.46,5.18,13.20,5.68,16.51,-0.56,13.75,10.16,317.69,2.20
25/04/2012,8:00,67.28,54.58,0.02,0.26,4.23,4.46,17.69,5.42,20.75,-0.55,118.34,11.72,307.59,2.21
25/04/2012,9:00,62.60,51.68,0.02,0.54,2.53,3.06,19.62,5.19,23.81,-0.51,293.30,12.84,311.96,2.46
25/04/2012,10:00,68.49,47.28,0.03,0.43,1.84,2.26,20.95,4.72,31.16,-0.49,167.48,14.27,296.82,2.13
25/04/2012,11:00,71.97,42.31,0.02,0.30,1.22,1.52,22.13,3.79,34.56,-0.39,652.38,16.50,291.72,1.83
25/04/2012,12:00,95.80,39.30,0.01,0.21,1.07,1.27,22.77,2.61,37.24,-0.27,734.99,18.15,283.42,1.71
25/04/2012,13:00,99.25,36.16,0.01,0.10,1.01,1.10,23.15,5.14,38.46,-0.55,708.15,19.49,288.51,1.67
25/04/2012,14:00,129.97,33.29,0.02,0.10,1.18,1.28,23.22,5.61,35.64,-0.69,620.87,19.57,289.98,2.08
25/04/2012,15:00,136.03,32.95,0.03,-0.08,0.98,0.88,23.33,8.28,39.34,-0.65,462.45,19.69,275.55,1.88
25/04/2012,16:00,130.29,33.99,0.03,-0.12,1.08,0.95,23.51,7.11,36.32,-0.77,273.99,19.51,273.69,1.51
25/04/2012,17:00,127.41,38.02,0.04,-0.07,2.11,2.03,22.37,10.27,34.96,-0.59,68.77,18.27,263.95,1.69
25/04/2012,18:00,114.03,44.56,0.06,-0.33,2.41,2.05,21.87,13.46,42.06,-0.62,7.43,16.04,291.31,1.33
25/04/2012,19:00,148.18,48.34,0.07,-0.35,5.72,5.32,17.58,12.08,29.44,-0.59,3.47,15.24,298.13,1.25
25/04/2012,20:00,159.38,53.14,0.09,-0.24,8.30,8.01,13.86,9.95,31.67,-0.51,4.60,14.39,304.86,0.90
25/04/2012,21:00,156.25,55.82,0.11,0.19,12.93,13.03,9.21,12.39,17.75,-0.55,4.89,13.89,319.65,1.43
25/04/2012,22:00,151.84,59.30,0.10,-0.20,9.70,9.43,10.88,11.32,17.42,-0.49,5.35,13.42,318.06,1.15
25/04/2012,23:00,173.52,63.42,0.13,-0.14,12.16,11.94,7.36,9.29,25.44,-0.19,5.85,12.71,313.20,0.99
25/04/2012,24:00:00,173.81,66.90,0.12,-0.25,11.64,11.32,7.14,9.29,25.56,-0.49,6.35,12.18,319.93,0.89
26/04/2012,1:00,139.44,66.40,0.10,-0.31,7.21,6.85,10.35,8.96,26.37,-0.68,7.14,12.74,326.25,0.76
26/04/2012,2:00,,75.94,0.10,,,,,9.59,18.60,,7.61,11.44,307.85,0.56
26/04/2012,3:00,122.01,80.16,0.10,-0.12,6.30,6.10,4.17,7.98,23.09,-0.26,7.92,11.21,305.88,0.63
26/04/2012,4:00,114.42,71.99,0.09,-0.39,5.94,5.49,9.41,8.79,16.80,-0.46,8.27,12.73,316.84,0.81
26/04/2012,5:00,128.29,78.85,0.10,0.77,9.77,10.44,3.39,9.07,26.85,-0.40,8.42,11.75,300.56,0.45
26/04/2012,6:00,163.06,74.62,0.12,24.73,16.42,41.15,0.66,13.00,29.27,-0.08,7.34,11.90,338.20,0.81
26/04/2012,7:00,385.89,75.40,0.23,166.93,35.30,203.07,-0.25,37.07,17.31,2.41,15.37,11.87,346.20,1.24
26/04/2012,8:00,428.78,71.26,0.14,59.60,18.25,78.08,0.26,23.00,30.71,1.73,134.11,13.44,314.04,0.56
26/04/2012,9:00,398.06,60.36,0.15,37.00,18.13,55.21,2.57,17.65,49.06,1.13,304.65,16.23,307.19,0.58
26/04/2012,10:00,147.62,53.43,0.09,5.43,7.68,13.07,11.78,9.85,41.58,0.09,248.14,18.10,227.22,1.44
26/04/2012,11:00,99.17,49.65,0.08,2.48,4.87,7.31,16.49,9.70,43.78,-0.20,479.81,19.42,242.44,1.40
26/04/2012,12:00,111.14,44.99,0.07,1.72,3.85,5.54,19.84,9.84,45.30,-0.49,583.54,20.62,210.38,1.58
26/04/2012,13:00,105.23,45.99,0.08,1.07,4.03,5.07,21.42,7.81,45.61,-0.26,375.27,20.43,206.79,1.19
26/04/2012,14:00,114.80,45.32,0.07,0.51,3.05,3.53,23.68,7.24,58.07,-0.51,309.02,20.79,221.07,0.65
26/04/2012,15:00,145.25,45.18,0.08,1.36,7.61,8.90,21.20,12.93,26.41,-0.13,227.48,20.23,140.56,1.82
26/04/2012,16:00,159.87,46.68,0.10,2.25,10.47,12.62,18.03,15.50,30.35,4.55,150.49,19.84,126.11,1.53
26/04/2012,17:00,244.21,51.87,0.11,3.22,16.45,19.52,11.34,20.26,22.48,0.74,49.97,18.99,128.17,1.43
26/04/2012,18:00,380.13,57.95,0.12,6.91,24.41,31.10,2.51,24.04,22.44,0.55,10.11,18.14,116.26,0.95
26/04/2012,19:00,450.28,63.33,0.12,15.25,24.62,39.72,-0.22,19.10,35.44,0.63,7.81,17.48,115.09,0.60
26/04/2012,20:00,308.00,65.22,0.13,7.33,24.17,31.29,0.37,12.87,54.58,0.06,7.55,17.20,122.65,0.43
26/04/2012,21:00,648.31,77.07,0.27,48.94,19.58,68.66,-0.42,23.23,31.67,0.80,8.19,15.63,358.94,0.45
26/04/2012,22:00,644.70,84.99,0.21,48.68,16.75,65.61,-0.47,16.31,25.06,0.78,8.88,14.37,0.99,0.41
26/04/2012,23:00,614.41,89.16,0.19,40.35,14.18,54.67,-0.44,13.06,18.23,0.37,9.33,13.59,5.14,0.45
26/04/2012,24:00:00,592.53,91.72,0.22,46.52,12.88,59.60,-0.43,13.09,19.08,0.44,9.14,13.04,0.43,0.53
27/04/2012,1:00,599.28,93.04,0.23,47.78,10.94,58.96,-0.47,14.15,25.87,0.69,9.46,12.70,352.96,0.50
27/04/2012,2:00,,93.56,0.26,,,,,14.21,15.96,,9.61,12.59,4.21,0.48
27/04/2012,3:00,524.49,93.86,0.25,40.24,8.78,49.27,-0.04,12.44,37.37,0.45,9.47,12.04,356.93,0.36
27/04/2012,4:00,516.89,95.01,0.25,38.90,7.50,46.65,-0.33,12.82,15.87,0.55,8.85,11.46,1.49,0.64
27/04/2012,5:00,470.07,95.59,0.26,60.19,7.32,67.92,-0.35,14.81,27.60,0.67,8.41,10.83,340.70,0.55
27/04/2012,6:00,475.25,96.08,0.27,107.76,10.73,119.22,-0.32,20.47,22.85,1.53,8.86,10.49,345.59,0.63
27/04/2012,7:00,663.17,96.27,0.33,170.93,18.35,190.44,-0.24,24.13,31.05,2.51,14.95,10.07,349.47,0.53
27/04/2012,8:00,1015.14,96.66,0.40,165.67,14.32,181.12,-0.22,38.47,52.64,2.87,89.51,11.04,325.82,0.54
27/04/2012,9:00,511.68,83.12,0.32,61.44,14.69,76.52,0.67,18.97,37.91,1.83,297.19,14.35,306.87,0.76
27/04/2012,10:00,293.83,72.22,0.21,27.03,11.85,39.03,3.37,16.83,59.79,1.43,169.42,16.22,265.99,0.56
27/04/2012,11:00,248.06,61.83,0.23,16.31,12.20,28.60,7.88,19.21,83.59,1.14,581.99,18.69,142.31,0.31
27/04/2012,12:00,233.45,54.52,0.17,7.95,10.92,18.89,15.03,17.37,75.04,0.41,678.89,20.50,229.48,0.45
27/04/2012,13:00,196.50,51.47,0.16,4.05,9.38,13.43,22.38,13.21,62.27,0.70,626.25,21.41,319.41,0.68
27/04/2012,14:00,186.09,47.49,0.15,2.18,7.91,10.08,28.53,15.65,69.54,1.45,606.07,22.53,241.93,0.47
27/04/2012,15:00,169.87,44.81,0.12,0.45,4.69,5.12,32.73,14.18,101.66,2.10,422.86,22.61,103.06,0.32
27/04/2012,16:00,246.68,56.03,0.19,1.68,12.76,14.42,25.99,25.39,21.37,4.39,179.11,20.57,114.81,2.38
27/04/2012,17:00,236.07,60.98,0.19,1.48,13.83,15.27,21.63,21.58,19.45,1.23,69.13,19.40,114.60,2.35
27/04/2012,18:00,319.15,65.80,0.21,1.01,21.75,22.70,12.57,22.75,17.63,2.50,9.27,18.25,124.48,1.56
27/04/2012,19:00,414.53,72.81,0.24,4.95,31.01,35.89,1.66,23.49,30.22,4.95,6.33,16.84,127.49,0.46
27/04/2012,20:00,556.55,83.27,0.34,42.03,24.57,66.82,-0.25,26.37,30.14,2.29,8.59,15.24,348.18,0.41
27/04/2012,21:00,688.55,89.19,0.59,51.06,20.98,72.33,-0.28,29.05,20.19,1.45,9.07,14.23,1.95,0.58
27/04/2012,22:00,820.37,90.01,0.55,58.87,19.28,78.51,-0.27,27.29,50.64,1.21,10.09,14.53,357.67,0.37
27/04/2012,23:00,953.56,88.78,0.48,74.56,19.79,94.82,-0.29,24.89,46.63,1.46,10.00,15.13,14.06,0.40
27/04/2012,24:00:00,920.30,89.15,0.44,72.09,17.60,90.15,-0.31,21.46,46.80,1.43,9.66,14.79,2.92,0.37
28/04/2012,1:00,847.99,92.45,0.46,64.94,13.77,79.13,-0.33,19.33,60.34,0.87,9.63,13.81,11.07,0.30
28/04/2012,2:00,,93.95,0.44,,,,,17.38,42.49,,9.34,13.17,5.98,0.44
28/04/2012,3:00,695.08,94.99,0.41,49.86,11.41,61.60,-0.06,15.78,37.24,0.17,10.24,12.71,348.90,0.51
28/04/2012,4:00,655.21,95.40,0.39,45.24,9.56,55.11,-0.34,13.90,36.91,0.21,9.92,12.32,355.26,0.41
28/04/2012,5:00,559.94,95.93,0.37,38.55,8.85,47.66,-0.32,15.11,19.17,0.28,9.80,12.00,354.84,0.61
28/04/2012,6:00,532.83,96.13,0.36,38.98,8.02,47.26,-0.30,14.68,23.74,0.06,9.23,11.80,346.21,0.61
28/04/2012,7:00,538.09,96.33,0.42,47.70,10.89,58.90,-0.25,17.29,16.24,0.22,17.96,12.11,333.28,0.87
28/04/2012,8:00,464.13,95.18,0.47,34.10,12.21,46.51,0.06,21.03,37.66,0.06,83.31,12.97,329.46,0.72
28/04/2012,9:00,395.29,87.51,0.45,20.03,12.18,32.29,1.97,19.08,31.93,-0.04,209.62,14.95,323.38,0.71
28/04/2012,10:00,320.61,76.51,0.41,9.99,11.90,21.89,6.83,15.63,36.68,-0.08,263.29,16.96,289.09,0.66
28/04/2012,11:00,324.63,69.81,0.38,9.89,12.98,22.87,9.38,17.91,37.31,0.23,340.50,18.51,316.36,0.79
28/04/2012,12:00,307.05,67.11,0.29,6.48,11.41,17.87,13.40,18.25,28.32,0.12,386.05,19.63,325.14,1.44
28/04/2012,13:00,221.33,58.49,0.18,1.44,5.12,6.54,24.16,8.84,29.12,-0.06,517.39,21.39,336.32,1.89
28/04/2012,14:00,204.95,52.88,0.17,0.69,4.19,4.86,26.95,12.05,35.43,-0.04,424.61,22.12,348.13,1.80
28/04/2012,15:00,209.98,49.40,0.15,0.47,4.01,4.47,25.13,13.17,37.95,-0.12,341.22,22.64,351.70,1.46
28/04/2012,16:00,207.20,50.47,0.13,0.63,4.64,5.24,23.63,10.60,38.17,-0.12,194.26,22.42,356.02,1.48
28/04/2012,17:00,244.75,60.25,0.18,0.31,5.78,6.05,19.66,14.29,47.41,-0.08,79.33,21.51,4.49,0.90
28/04/2012,18:00,268.42,73.42,0.20,-0.28,7.83,7.50,12.72,16.88,69.90,-0.08,10.03,18.78,45.23,0.30
28/04/2012,19:00,416.60,85.79,0.25,6.74,13.60,20.30,2.26,16.95,75.89,-0.43,8.60,16.46,5.57,0.45
28/04/2012,20:00,590.66,91.02,0.38,26.04,12.93,39.10,-0.30,17.47,99.05,-0.04,8.95,15.36,0.40,0.06
28/04/2012,21:00,808.08,93.67,0.52,48.75,10.78,59.85,-0.32,23.17,45.88,0.17,8.88,14.45,308.65,0.28
28/04/2012,22:00,481.58,94.20,0.39,14.78,12.83,27.65,0.19,17.24,23.20,-0.19,9.40,14.79,319.76,0.62
28/04/2012,23:00,334.38,92.68,0.35,2.83,11.36,14.14,0.90,13.36,32.91,-0.51,8.54,14.63,311.43,0.48
28/04/2012,24:00:00,409.11,93.81,0.36,11.39,11.60,23.00,-0.25,14.02,61.75,-0.44,8.64,13.80,352.68,0.42
29/04/2012,1:00,439.71,95.03,0.33,14.54,8.08,22.68,-0.33,13.06,50.28,-0.44,7.96,12.52,3.43,0.44
29/04/2012,2:00,,95.82,0.31,,,,,12.34,68.59,,8.13,11.83,348.68,0.47
29/04/2012,3:00,297.73,96.00,0.30,5.04,6.56,11.58,0.01,12.47,41.36,0.19,8.10,10.88,1.22,0.49
29/04/2012,4:00,285.77,96.34,0.28,3.70,6.03,9.70,-0.19,12.00,28.38,0.17,7.76,10.18,358.16,0.72
29/04/2012,5:00,261.43,96.45,0.30,3.92,7.95,11.83,0.08,13.91,24.26,0.24,7.98,9.99,343.79,0.57
29/04/2012,6:00,223.61,95.26,0.29,2.60,9.10,11.62,0.79,12.02,10.46,0.05,7.74,9.84,356.05,0.81
29/04/2012,7:00,249.78,95.19,0.29,3.75,10.21,13.89,0.24,15.02,20.81,0.20,14.20,9.40,353.69,0.75
29/04/2012,8:00,282.70,92.93,0.30,10.89,8.49,19.38,1.37,26.76,44.38,0.53,113.90,11.24,355.18,0.64
29/04/2012,9:00,219.37,64.80,0.27,5.87,9.07,14.89,10.96,7.62,57.36,0.46,292.17,16.22,217.40,0.70
29/04/2012,10:00,170.47,68.52,0.25,0.97,4.46,5.39,20.40,19.58,39.55,0.49,146.41,17.28,186.60,1.86
29/04/2012,11:00,132.06,62.94,0.22,-0.18,2.79,2.58,25.02,24.46,32.31,0.12,217.01,18.10,169.78,2.79
29/04/2012,12:00,132.68,58.57,0.19,-0.39,2.77,2.35,25.46,25.48,32.88,0.13,200.25,18.04,159.94,2.69
29/04/2012,13:00,146.19,58.04,0.19,-0.13,3.48,3.32,24.80,24.03,35.16,0.03,166.05,17.79,164.52,2.60
29/04/2012,14:00,159.95,58.14,0.20,-0.14,4.08,3.89,23.87,22.58,44.04,0.22,141.83,17.34,169.75,1.94
29/04/2012,15:00,142.03,54.77,0.18,0.12,3.62,3.69,25.27,22.65,41.54,-0.08,316.52,17.81,163.58,2.35
29/04/2012,16:00,136.86,54.58,0.17,0.13,3.17,3.26,25.74,22.13,39.48,-0.07,243.52,17.67,164.31,2.08
29/04/2012,17:00,141.34,61.78,0.17,-0.29,4.51,4.17,22.98,18.96,45.39,0.02,48.60,16.06,186.66,1.21
29/04/2012,18:00,177.43,68.87,0.18,-0.28,9.18,8.80,17.89,18.48,50.39,0.25,9.00,14.65,235.04,0.68
29/04/2012,19:00,196.42,76.69,0.20,-0.61,11.59,10.86,11.86,17.34,52.52,0.00,7.11,13.09,298.27,0.27
29/04/2012,20:00,320.97,85.28,0.42,15.69,18.31,33.94,1.77,20.76,18.65,0.47,7.78,11.61,6.60,0.56
29/04/2012,21:00,474.62,89.35,0.50,24.31,16.84,41.18,-0.22,23.85,36.13,0.68,8.77,10.81,354.39,0.53
29/04/2012,22:00,484.59,88.61,0.34,27.70,17.12,44.88,-0.21,26.93,23.50,0.92,8.20,10.48,354.31,0.73
29/04/2012,23:00,409.29,90.62,0.32,19.84,14.36,34.22,-0.20,25.59,33.27,0.64,8.53,9.77,11.37,0.57
29/04/2012,24:00:00,330.43,91.91,0.28,11.76,12.63,24.36,-0.19,14.76,23.72,0.45,8.53,9.39,2.43,0.81
30/04/2012,1:00,316.50,92.82,0.29,10.52,11.60,22.09,-0.20,15.46,15.53,0.88,9.39,8.94,358.49,0.78
30/04/2012,2:00,,91.85,0.26,,,,,13.60,20.47,,9.52,9.40,4.28,0.68
30/04/2012,3:00,250.07,91.85,0.24,7.86,11.35,19.21,0.06,14.27,19.13,-0.18,9.37,9.56,5.42,0.60
30/04/2012,4:00,270.15,92.24,0.22,14.07,9.71,23.84,-0.37,10.55,28.59,0.00,8.77,9.23,6.18,0.40
30/04/2012,5:00,251.05,93.81,0.20,12.31,9.74,22.09,-0.32,12.17,27.95,-0.17,8.85,8.56,8.76,0.50
30/04/2012,6:00,262.15,94.50,0.21,83.75,13.30,97.63,-0.36,17.38,29.25,0.67,8.94,8.15,347.77,0.55
30/04/2012,7:00,461.78,95.06,0.30,166.34,25.11,192.62,-0.31,28.61,23.42,2.24,17.82,8.49,351.42,0.51
30/04/2012,8:00,649.22,89.97,0.34,137.20,25.64,163.77,-0.18,35.99,18.91,3.03,81.49,10.37,332.66,0.71
30/04/2012,9:00,463.72,76.10,0.28,46.53,19.67,66.46,0.92,23.49,21.54,2.18,161.33,12.60,325.47,0.88
30/04/2012,10:00,264.56,65.92,0.23,23.41,16.38,39.88,4.81,23.53,55.56,1.32,283.21,15.11,309.58,0.58
30/04/2012,11:00,187.72,57.32,0.18,11.36,12.95,24.32,10.15,23.50,68.72,0.97,477.45,18.03,236.35,0.47
30/04/2012,12:00,186.63,55.55,0.17,6.30,9.41,15.70,16.09,23.47,67.00,1.12,636.61,19.10,160.01,0.77
30/04/2012,13:00,209.68,56.00,0.18,4.58,12.39,16.94,16.01,22.91,78.27,3.46,210.97,19.03,157.07,0.51
30/04/2012,14:00,186.34,56.65,0.16,1.67,11.60,13.21,17.24,22.69,32.53,3.86,136.33,18.34,110.22,1.18
30/04/2012,15:00,177.49,52.50,0.13,1.87,9.57,11.40,20.41,19.20,32.54,0.35,272.30,19.02,93.89,1.28
30/04/2012,16:00,165.10,50.41,0.10,0.98,7.12,8.06,23.14,15.96,28.02,-0.07,157.06,18.98,74.01,1.53
30/04/2012,17:00,276.68,56.37,0.12,2.29,15.20,17.42,15.85,24.20,42.48,-0.39,44.31,17.94,54.14,1.08
30/04/2012,18:00,450.05,65.61,0.13,9.54,26.80,36.26,1.78,19.37,31.12,0.02,8.43,16.57,55.49,0.97
30/04/2012,19:00,536.71,81.92,0.22,24.00,21.11,45.18,-0.32,23.06,43.05,-0.16,8.04,13.78,356.82,0.57
30/04/2012,20:00,653.19,88.10,0.33,63.73,19.54,83.65,-0.32,26.67,17.13,0.70,8.67,12.92,356.59,0.54
30/04/2012,21:00,612.97,91.73,0.37,62.47,16.55,79.41,-0.39,20.75,29.95,0.68,9.52,11.85,348.03,0.34
30/04/2012,22:00,713.81,93.62,0.37,62.83,14.88,78.12,-0.39,18.77,29.91,0.62,9.60,11.31,352.79,0.36
30/04/2012,23:00,729.20,94.55,0.39,69.84,12.07,82.38,-0.37,19.64,36.24,0.65,9.24,10.97,5.71,0.46
30/04/2012,24:00:00,752.87,94.77,0.39,70.87,12.95,84.30,-0.38,19.01,24.22,0.86,10.33,11.27,3.44,0.55
1/05/2012,1:00,575.75,93.91,0.35,47.01,11.33,58.64,-0.40,15.23,33.89,0.13,10.59,11.60,338.77,0.46
1/05/2012,2:00,,93.67,0.33,,,,,16.17,46.09,,10.45,11.28,2.04,0.30
1/05/2012,3:00,423.13,93.46,0.31,20.88,11.23,32.13,-0.09,11.55,58.12,0.47,9.28,11.31,337.76,0.20
1/05/2012,4:00,362.45,94.69,0.25,18.72,8.57,27.33,-0.32,14.12,28.88,0.54,9.06,10.30,3.60,0.50
1/05/2012,5:00,330.42,95.68,0.23,38.39,8.40,46.99,-0.33,20.74,19.83,0.88,9.78,9.82,345.49,0.66
1/05/2012,6:00,391.79,95.91,0.27,72.98,11.51,84.92,-0.28,18.93,29.85,1.23,9.19,9.76,354.13,0.49
1/05/2012,7:00,632.28,96.18,0.34,145.50,15.18,161.64,-0.25,26.67,22.14,2.13,15.39,9.30,339.48,0.59
1/05/2012,8:00,1038.70,95.92,0.48,173.43,22.15,196.65,-0.08,48.27,21.38,3.29,117.99,10.92,327.05,0.78
1/05/2012,9:00,780.64,82.57,0.42,85.55,23.17,109.10,0.72,24.93,23.45,2.33,299.41,14.02,317.29,0.98
1/05/2012,10:00,415.81,72.46,0.22,32.47,18.54,51.03,3.98,17.66,44.62,1.17,205.06,16.20,315.71,0.74
1/05/2012,11:00,191.30,62.25,0.12,10.58,12.17,22.68,11.51,12.54,45.28,2.27,523.53,18.69,321.84,0.89
1/05/2012,12:00,116.50,57.90,0.08,1.73,5.13,6.81,21.83,9.90,85.04,0.65,545.57,20.28,347.91,0.48
1/05/2012,13:00,150.40,53.61,0.06,1.13,4.19,5.28,23.61,5.27,47.88,0.64,563.56,21.30,13.66,1.43
1/05/2012,14:00,158.26,52.42,0.05,0.61,3.62,4.19,25.03,6.47,48.99,0.29,357.61,21.30,34.66,1.20
1/05/2012,15:00,167.41,50.22,0.05,0.58,3.90,4.44,23.88,5.88,46.91,0.25,385.06,21.78,44.38,1.29
1/05/2012,16:00,183.14,50.77,0.06,1.05,6.43,7.40,20.94,9.93,55.05,0.39,176.64,21.64,35.62,0.67
1/05/2012,17:00,233.86,55.71,0.06,1.59,12.67,14.11,16.61,10.61,27.92,1.17,81.82,20.69,65.42,1.21
1/05/2012,18:00,339.21,65.27,0.10,3.36,22.83,25.93,6.88,15.03,21.53,2.13,8.66,18.87,63.10,1.19
1/05/2012,19:00,312.99,76.28,0.12,2.39,23.70,25.81,4.07,17.64,54.58,1.84,7.21,17.14,59.02,0.60
1/05/2012,20:00,405.32,88.80,0.22,30.17,23.48,53.59,-0.11,18.32,36.80,1.29,8.44,14.61,308.34,0.26
1/05/2012,21:00,529.85,92.58,0.23,35.53,18.40,53.97,-0.34,13.35,54.18,1.22,9.82,13.47,217.04,0.15
1/05/2012,22:00,538.03,94.25,0.22,36.24,14.71,51.04,-0.32,13.88,35.83,0.84,8.90,12.89,277.47,0.43
1/05/2012,23:00,547.21,94.71,0.25,34.97,18.85,53.86,-0.28,14.93,40.11,1.08,9.46,12.98,333.73,0.27
1/05/2012,24:00:00,568.75,94.89,0.25,40.93,16.10,57.15,-0.30,14.76,30.92,1.06,8.97,12.29,342.15,0.29
2/05/2012,1:00,540.30,95.60,0.24,35.46,10.39,45.99,-0.29,10.70,23.85,1.10,9.11,11.65,346.52,0.50
2/05/2012,2:00,,96.06,0.22,,,,,9.32,25.19,,9.02,11.10,344.10,0.47
2/05/2012,3:00,313.35,96.37,0.18,15.33,6.78,22.22,-0.05,7.81,19.54,0.00,8.28,10.49,345.78,0.46
2/05/2012,4:00,357.03,96.68,0.24,22.85,7.99,31.02,-0.28,12.23,24.34,0.10,8.29,10.40,321.10,0.54
2/05/2012,5:00,338.05,96.64,0.26,43.99,9.31,53.70,-0.29,13.13,68.44,0.35,8.60,9.81,344.74,0.17
2/05/2012,6:00,340.27,96.82,0.23,85.90,9.91,96.64,-0.29,17.41,31.47,0.78,8.33,9.55,349.47,0.45
2/05/2012,7:00,578.12,96.91,0.33,182.06,19.78,203.62,-0.18,23.32,38.30,2.07,14.84,9.37,352.08,0.42
2/05/2012,8:00,767.75,97.25,0.35,187.54,19.22,208.60,-0.12,41.68,24.53,3.02,111.84,10.85,323.39,0.59
2/05/2012,9:00,485.46,88.64,0.28,50.02,15.03,65.47,1.25,14.38,23.27,0.74,294.37,13.83,319.52,1.21
2/05/2012,10:00,356.77,78.56,0.30,27.32,14.36,41.86,3.82,15.35,33.61,0.88,136.45,15.54,322.42,0.94
2/05/2012,11:00,290.75,64.86,0.24,19.74,13.71,33.55,6.59,15.25,58.75,0.92,554.18,19.07,300.56,0.59
2/05/2012,12:00,232.16,53.71,0.17,11.89,11.85,23.78,11.06,13.49,64.72,5.40,668.03,21.88,323.27,0.86
2/05/2012,13:00,199.00,44.61,0.10,5.60,7.86,13.46,16.57,8.71,34.14,8.05,647.00,23.91,333.34,1.49
2/05/2012,14:00,167.36,36.76,0.07,1.74,4.00,5.73,25.54,8.18,41.52,1.34,569.70,25.00,342.74,1.46
2/05/2012,15:00,165.99,33.97,0.07,1.10,4.45,5.53,28.41,10.72,41.89,0.27,403.49,25.34,353.07,1.09
2/05/2012,16:00,195.13,37.48,0.09,0.73,8.07,8.75,27.69,18.04,51.77,0.30,153.80,24.28,46.97,0.97
2/05/2012,17:00,316.37,50.01,0.09,1.65,18.36,19.89,14.40,16.45,23.16,0.21,34.91,22.30,65.12,1.23
2/05/2012,18:00,389.42,67.30,0.16,2.26,25.87,27.96,5.27,25.76,77.82,1.39,8.40,20.52,23.31,0.32
2/05/2012,19:00,379.04,73.19,0.18,5.68,25.07,30.62,1.17,25.90,38.17,3.03,7.90,19.64,325.32,0.67
2/05/2012,20:00,321.83,68.69,0.20,4.76,21.77,26.41,1.48,19.14,46.88,1.52,7.67,19.22,311.69,0.46
2/05/2012,21:00,269.71,74.51,0.18,0.55,17.42,17.84,3.46,20.49,57.39,0.75,9.21,18.12,319.96,0.94
